,Molecular weight,Isoelectric point,Dipole,Formal charge,Average charge,Area,ALASurfFrac,ARGSurfFrac,ASNSurfFrac,ASPSurfFrac,CYSSurfFrac,GLNSurfFrac,GLUSurfFrac,GLYSurfFrac,HISSurfFrac,ILESurfFrac,LEUSurfFrac,LYSSurfFrac,METSurfFrac,PHESurfFrac,PROSurfFrac,SERSurfFrac,THRSurfFrac,TRPSurfFrac,TYRSurfFrac,VALSurfFrac,NSurfPoints,Shape max,Shape min,SurfEpMaxFormal,SurfEpMinFormal,SurfEpMeanFormal,SurfEpTrimeanFormal,SurfEpMedianFormal,SurfEpSumFormal,SurfEpStdFormal,NSurfPosEpFormal,SurfEpPosMeanFormal,SurfEpPosTrimeanFormal,SurfEpPosMedianFormal,SurfEpPosSumFormal,SurfEpPosStdFormal,NSurfNegEpFormal,SurfEpNegMeanFormal,SurfEpNegTrimeanFormal,SurfEpNegMedianFormal,SurfEpNegSumFormal,SurfEpNegStdFormal,SurfMhpMax,SurfMhpMin,SurfMhpMean,SurfMhpTrimean,SurfMhpMedian,SurfMhpSum,SurfMhpStd,NSurfPosMhp,SurfPosMhpMean,SurfPosMhpTrimean,SurfPosMhpMedian,SurfPosMhpSum,SurfPosMhpStd,NSurfNegMhp,SurfNegMhpMean,SurfNegMhpTrimean,SurfNegMhpMedian,SurfNegMhpSum,SurfNegMhpStd,SurfEpMaxAverage,SurfEpMinAverage,SurfEpMeanAverage,SurfEpTrimeanAverage,SurfEpMedianAverage,SurfEpSumAverage,SurfEpStdAverage,NSurfPosEpAverage,SurfEpPosMeanAverage,SurfEpPosTrimeanAverage,SurfEpPosMedianAverage,SurfEpPosSumAverage,SurfEpPosStdAverage,NSurfNegEpAverage,SurfEpNegMeanAverage,SurfEpNegTrimeanAverage,SurfEpNegMedianAverage,SurfEpNegSumAverage,SurfEpNegStdAverage,ShellEpMaxFormal,ShellEpminFormal,ShellEpMeanFormal,ShellEpTrimeanFormal,ShellEpMedianFormal,ShellEpSumFormal,ShellEpStdFormal,NShellPosEpFormal,ShellEpPosMeanFormal,ShellEpPosTrimeanFormal,ShellEpPosMedianFormal,ShellEpPosSumFormal,ShellEpPosStdFormal,NShellNegEpFormal,ShellEpNegMeanFormal,ShellEpNegTrimeanFormal,ShellEpNegMedianFormal,ShellEpNegSumFormal,ShellEpNegStdFormal
SurfMhpMean,0.1420380937188427,0.01679798263971049,0.00826907118178753,0.10062713482380828,0.09391323753901576,0.058410295278520895,0.0020207539717863447,0.012279573197750006,0.02354150985338518,0.12095893763565614,0.018544123045810147,0.001997715262010929,0.1157816622429859,0.010386199414998083,0.0014002610380296505,0.2343505190546369,0.2724957429799993,0.0815876122902868,0.18686684999520317,0.22814717224678582,0.0013587802245227608,0.002535130969175072,0.00035731420075601773,0.028450075868977832,0.001268872330771704,0.1449463032835369,0.05639970679538893,0.03717642183496584,0.00668824622450805,0.04485607674630877,0.0670216624043616,0.07965673880307006,0.07990602418570915,0.07899300618100236,0.08301832341616361,0.006691370103404289,0.026374910597266488,0.027665010261285504,0.024802987995855008,0.0215597745159284,0.014097724506738497,0.03829304000996048,0.08779487052934551,0.08024913538032993,0.08132739274960499,0.08188451233939982,0.0793256978833064,0.04671635178212218,0.021840940092165306,0.06533049186238482,1.0,0.9766895457930036,0.9453160114026777,0.22224269600100705,0.4375833588000404,0.06312088314682088,0.3289424739311518,0.368776047205671,0.37836169729327335,0.13397007611575745,0.07620058017008256,0.11009810642296079,0.4910574946440746,0.48759099407045514,0.4886796454187539,0.14344914724039895,0.1311092152606474,0.03852605878891533,0.06220022390746976,0.07266697718833894,0.07294123665636627,0.07213638793439854,0.07847836104262858,0.006496674927349092,0.022649379798519848,0.024095576765914416,0.020520662750465678,0.01850917189051276,0.011793810326069432,0.03390131918689202,0.08720467249508254,0.07353063660977378,0.07487234619403044,0.0751966600070891,0.07540237005069815,0.04415763043386245,0.028647530757786747,0.08870610005014565,0.08052946729174977,0.08138901240198394,0.08170662205693757,0.08055795533539835,0.022878220064640364,0.05129113441220804,0.014725523863846408,0.011330358480194973,0.011097838950972603,0.02239883571739656,0.023394869369587738,0.05129113441220804,0.08424550303119374,0.08266334847485464,0.07972664937175732,0.08504598014505158,0.07589913934298109
SurfMhpTrimean,0.13706397024330544,0.018984867660625807,0.009639130098684138,0.10207566365458647,0.09594645485565179,0.0582572276401652,0.007518659260678749,0.012606608506984246,0.02471674543031793,0.13348408561491115,0.019803055279279884,0.0020579054444355136,0.11957979733004424,0.011218590020108953,0.0033651955468191256,0.23189386966012068,0.2733652680596485,0.08697232913706694,0.16931996150449224,0.18077081476611617,0.0005550532189666258,0.002779238428040586,0.00031317004000441177,0.02868500510291322,0.003822535340326077,0.15598253515935379,0.05630843608728375,0.03031840363484705,0.007590927680780007,0.044150780120767126,0.06927624622875123,0.08210925502280193,0.08240497686598322,0.081599824323344,0.08384573066143437,0.009806889323088777,0.02741844029245228,0.027412783424819856,0.0249301686216514,0.021571118034764934,0.016222717985074173,0.03623830049503481,0.08835776347928731,0.082781534120758,0.08379625883965068,0.08440546905543837,0.0794913196847249,0.05359645176618842,0.011501178493963423,0.06210791620051612,0.9766895457930036,1.0,0.9767727672926176,0.21798747238872707,0.35809234810205365,0.05720862191529088,0.23327988197536617,0.2700080655568476,0.28066368925775315,0.1182036738405153,0.037503076443335455,0.10825200487020223,0.5369430131340069,0.5388308059727649,0.5409209218942469,0.14275527900707344,0.11914828121994626,0.03825529396998321,0.06501436641269827,0.07561302626439168,0.07590664083500716,0.07519970742890769,0.0797397311956783,0.009581402467676348,0.023568437614295452,0.024175036060106812,0.020839263247912465,0.018802035300021502,0.013781887719471763,0.03224744574227051,0.08776682447861167,0.07669696334041132,0.0779286707140681,0.07836756137215409,0.07594108597200447,0.05105578032567173,0.025698276445708254,0.09290318993386117,0.07949918311441267,0.08015301876642239,0.08043019816601027,0.07952919601513135,0.028444505851008668,0.04859284945684106,0.013580898632290206,0.010781184095056653,0.010594485274231971,0.022210047260369986,0.020572597061837932,0.04859284945684106,0.08499394995362324,0.082761565610418,0.08001689910364469,0.08390242632069798,0.0827910633039905
SurfMhpMedian,0.15290149688553986,0.02082080677718339,0.01595895550775685,0.1081446562342959,0.10224260137187033,0.07067909127623002,0.013459961921933007,0.0064517813279107656,0.028448274705606093,0.13692488490748378,0.02244409692115869,0.00199069627773517,0.1240926023849253,0.007158164678166719,0.011510929772788519,0.2007344533688486,0.2431480596286617,0.11473287705646884,0.15439891520586171,0.15263177502927217,8.729903746471153e-05,0.003594497628727919,9.11609659337004e-05,0.023866137258217807,0.004604362622179764,0.14754131808616855,0.06847922104418602,0.01846773237789288,0.0109018481219748,0.04037252840254442,0.07646405326636042,0.08574059889312677,0.08651158892884028,0.08602411131345059,0.09194266919256783,0.015421511329822663,0.02314565082185906,0.025076532935797133,0.0236350341548003,0.020180060717348656,0.014338977214112378,0.030944265525654227,0.1001003889800904,0.08840165201397387,0.08940894405268178,0.09035888603561547,0.08827808785090996,0.061159773429738926,0.0051473508582532464,0.07470464118490905,0.9453160114026777,0.9767727672926176,1.0,0.2349545253568166,0.2639954546437963,0.03814951807858242,0.182239266585536,0.21331684885523217,0.2238609135919092,0.08493559280043544,0.025165050269837504,0.12128037701430093,0.6412675654175951,0.6480717218897905,0.6513947124830441,0.1614532564693573,0.15750775923312474,0.03517886636096352,0.0725506406874522,0.07977474802088899,0.08053893712960437,0.08011786369847876,0.08776561062397414,0.015053125319266053,0.019836669670292933,0.022426555697035253,0.019750540094116534,0.017846018656198958,0.012133065319570686,0.027832426626296706,0.09951189333552468,0.08286280386938553,0.08419575287390894,0.08486934501221959,0.08474536011614148,0.058573665233551835,0.021892486389928835,0.10009338233564254,0.07854698369948648,0.07880975573343321,0.07881628901762722,0.0785714243282377,0.03831753239810924,0.04184874491950288,0.010379101567674763,0.008208911164546771,0.00793992913895119,0.019421719773794168,0.016789700685194954,0.041848744919503,0.09017885718460011,0.08734956076011686,0.0850368736448778,0.0844370798544842,0.09025008834511043
SurfMhpSum,0.8660528371023865,0.0017521570933681527,0.37972280048505747,0.3401974112429501,0.3149884317377956,0.9188824469723498,3.481604223606148e-05,0.020801248637483765,3.440476807395563e-05,0.0058244801071808405,0.023674580646764,0.01750496963121028,0.015542101388106277,0.0014455367087571644,0.014561510811410867,0.03582503600851034,0.020148999940124635,0.006050132505095734,0.10914121306386032,0.023517263247587666,0.00018458648868784744,6.65215052924134e-05,0.000632881609133009,0.001527157437733687,0.0004430886278894804,0.011674431819582741,0.9155070133559137,0.032269097672115415,0.13146813791496614,0.013527394925582328,0.18042836776062823,0.126320141239236,0.12957041648924972,0.13006610644845834,0.5704648393483055,0.09022921961287053,0.010556921239084499,0.008022217031770995,0.00822111612375139,0.00740495816979835,0.005762475522163322,0.007631834159616141,0.8284964460083782,0.1629402638981984,0.16261623364044725,0.16303862171605538,0.6265362544938654,0.1384307314198873,0.07773687187689704,0.12148120149141603,0.22224269600100705,0.21798747238872707,0.2349545253568166,1.0,0.037378277763264876,0.4213690694378554,0.03653349955459992,0.05266607382831022,0.056693843265341985,0.26810731036341817,0.0002569476695575578,0.9661005573350688,0.21791916000493888,0.2187271513086566,0.21880295429221336,0.9844280087081514,0.07907050133309174,0.009290362965593673,0.1710832510159982,0.1133596259345261,0.11645167210409127,0.11685467166221848,0.5410106326864537,0.08689779087106582,0.014429969197632142,0.006000946500364185,0.005371628523065081,0.005337119672098243,0.008546133342538072,0.005967345006745613,0.8148509041953388,0.1496610446820237,0.14977466349469665,0.1497472991643353,0.6068781990902606,0.12979882642878507,0.006939548689858323,0.1728817477908917,0.08706579097189154,0.085583622353624,0.0851708310918869,0.08703929271743732,0.12275782201213344,0.01848841647097738,0.0010367367845727888,0.0002469350194157765,0.0007986915192407431,0.004945327450545913,0.0030670529942221007,0.018488416470977397,0.12646784115903598,0.11776785806400647,0.11393355775528086,0.10830472889997271,0.15791587834930884
SurfMhpStd,0.008422419766080415,0.005854797585734851,0.005400844575321028,0.02266358268577793,0.02056229443249047,0.00022371693908931764,0.028382979615571482,0.04833515691107561,0.0018573600447679343,0.025017887900020786,0.0007030207649852161,0.005614024682808574,0.05783459440179672,0.0193358963037658,0.023396424068592256,0.18800435034329066,0.17362792165286506,0.005912205515980702,0.12335326042276613,0.3416644726049352,0.022568258599605345,1.3808712641096058e-07,0.007463250651501672,0.020104958621155918,0.00015988891857783978,0.05141721714172399,0.00019035138569435472,0.10019948013592682,0.0004051422054815256,0.03840680203143278,0.005010495416079206,0.020143120474405276,0.019460912147270228,0.018729090509595377,0.01243969141910805,0.009474380540741513,0.02766537497979261,0.021994766829170835,0.016126175058399566,0.014048570857480852,0.010241131825732714,0.04553364071355504,0.0057942807295574056,0.016280402277123133,0.017065790075049627,0.016908708910896048,0.01028784215715734,0.000882254422202568,0.15121688542667394,0.004265573301796988,0.4375833588000404,0.35809234810205365,0.2639954546437963,0.037378277763264876,1.0,0.156825573881135,0.6932449998287326,0.709899883722392,0.7010771052771144,0.2869188943764718,0.3383652493145943,0.010107395647971898,0.0007993388522601456,0.00021487880671415498,0.00011037046302610613,0.009818748237974469,0.07927494943504734,0.033864469231694415,0.0039606967358699246,0.01739775024356536,0.016752311402006243,0.01611812165685885,0.011410803417508077,0.009072294693167325,0.025129373666106344,0.018488991250008854,0.013790337296454342,0.011477901779135732,0.008972964911087808,0.040676130601204195,0.0058465612870467094,0.013716513494757393,0.014464025006081065,0.01434071678565742,0.009314268584095469,0.0007769594032226209,0.030340726121591492,0.013459964294798222,0.032607018406124476,0.033889287521583336,0.03385465004130382,0.03261149916387278,0.003411238373659235,0.04278776362112853,0.019298055606983444,0.013999850131435681,0.014193340922210865,0.018071200121240444,0.029265962492304006,0.04278776362112846,0.01934236587167463,0.020781239272618348,0.018857044786607484,0.03013923586011742,0.0073687920920217
NSurfPosMhp,0.4476392430605992,0.003400527143066125,0.32710980031180614,0.12096876176202387,0.11280557753124387,0.6975940562082966,0.00043149034055805607,0.0002474758899034275,0.008320324693530227,0.027420934195135627,0.008264588035645512,0.011814621497951153,0.020315715982386195,0.014194011409155721,0.023641539605798855,0.03946803976561776,0.07004810486197544,0.0061288548917859025,0.0030254435377426625,0.04648147613084735,0.00016068283532758373,0.001732726124261776,0.0022193383399060434,0.017735089192760872,0.0002628498617189935,0.03520648624530175,0.702530950606389,0.1135208799670277,0.10916603407640162,0.0054821974184590195,0.06195770570871205,0.020692330188015206,0.021930737605452024,0.022497701991794652,0.31013804938126505,0.08132020165478795,0.059543697358862314,0.0025410842812089076,0.0014407668392950746,0.0011519341543405677,0.027785396868546867,0.007424509780406443,0.5469256210656398,0.03754055557525061,0.036261767809032626,0.03628129246377645,0.3586248241621366,0.05948116482128033,0.18181564997409466,0.05492414306558524,0.06312088314682088,0.05720862191529088,0.03814951807858242,0.4213690694378554,0.156825573881135,1.0,0.08271931324665605,0.07644045630589955,0.07517349915675732,0.948356315429396,0.05010648950696777,0.5915443858809675,0.0052404517978123285,0.005441198654763123,0.005150071103858778,0.5432815395128199,0.01689828758972627,0.0066441692209832865,0.06069525159574833,0.0185750707364804,0.01977469765738483,0.020276684593253082,0.29816057586281564,0.07881991066173281,0.06326071671596877,0.002812826671876202,0.0019869285636051784,0.0014489261250931781,0.029713837748762396,0.007672797277745656,0.5369883587587939,0.035412600699435144,0.034369876447065725,0.03414453931033101,0.35316427917172477,0.055879896160126195,0.003915446026879642,0.03949309741383888,0.005815249655830537,0.005264463099774144,0.005216859254837793,0.0058100810198373695,0.06923022938529216,0.001961301223605121,0.0052912850614539415,0.007982435686755484,0.003463975682149727,0.0022702084680325607,0.006013933169525852,0.0019613012236051304,0.018162304858873157,0.015105690803500337,0.014491936024675902,0.011040734204929703,0.04251555840099428
SurfPosMhpMean,0.011923064831363142,0.013136793847567328,0.004246708514715631,0.02915795633811944,0.027544723949887544,0.0014368351872122613,0.012980429771289562,0.010409012837338536,0.0029009287321339985,0.024060326499066434,0.0010463165587075677,0.002153111593649682,0.0471183899429776,0.003585672022735866,0.0029362683207321567,0.08538350397818334,0.051853113859596726,1.0217152962593078e-06,0.08807245839930057,0.4386161827920558,0.006594907909629607,1.0085508866908954e-05,1.6197703667120063e-05,0.008650399527965908,0.0027033215763843524,0.0002614211286271416,0.0013275961366674908,0.05114329876047741,0.002130209365606361,0.03719842980600033,0.009176709306558558,0.02623377757517901,0.026087801988622646,0.0252997672043768,0.017339971585687255,0.010266205231565705,0.029367571474214527,0.02811331564340586,0.022377009496095435,0.020977049164690453,0.017987898168508883,0.04466317008708084,0.0100818809743838,0.02007135360066779,0.021018340590632664,0.020592027714345137,0.013862373612431384,0.0011455207445181343,0.19917067766537927,0.0007009941665597954,0.3289424739311518,0.23327988197536617,0.182239266585536,0.03653349955459992,0.6932449998287326,0.08271931324665605,1.0,0.9644750992054307,0.9359155408357076,0.20579851909086044,0.6857992522802863,0.010809686514500726,0.004593773971194066,0.005292524146912699,0.005043490021593947,0.011888855166624943,0.00013893377267724184,0.033885788809787154,0.007980600016578352,0.024063527715652736,0.02397403307233263,0.02327896439995157,0.01652989012808356,0.010059467304622328,0.027400714802769344,0.02517627078916645,0.020422971460582164,0.01830864061476627,0.01649402897458462,0.0413010326646815,0.010341561214668326,0.01792199646977091,0.018700305873284827,0.018495810765877613,0.01298275653264245,0.0011246938836398284,0.04241968374179265,0.016265865698781874,0.033374079689642296,0.033716704290613034,0.03367652509629219,0.03337312247735437,0.004360057645342107,0.03913600880233578,0.02612456484766635,0.0196184996581638,0.01922423808956868,0.025637830815672346,0.038277769767379365,0.03913600880233568,0.01957012765862954,0.020559149356301515,0.01886294602784769,0.028315520980060335,0.007013950569155962
SurfPosMhpTrimean,0.022414403897347415,0.014193160191717038,0.0020840342195564653,0.04010470695342334,0.03786895938062067,0.004987605078575071,0.01163041842435171,0.012419991885018088,0.004228600876164892,0.02980831841077182,0.0005077768831844296,0.0016817636436679767,0.0533142008315538,0.0042600098290148216,0.0027355193623056027,0.10593053486555853,0.0658423177006791,2.7224803404491262e-05,0.1162252889524011,0.4305882893378094,0.007827266742805887,3.125357997488485e-06,6.420953344914439e-07,0.010290085882123177,0.002535706467206376,4.7328102830479915e-05,0.00474109375391725,0.05689432983296853,0.0004384690148089319,0.04300272469275719,0.014152341668444774,0.03459169222082798,0.034650602394471756,0.03377802434079313,0.025685791136421346,0.007758963846459665,0.02880844824447608,0.03151505121191175,0.025416255030301534,0.02357341743808295,0.01665135870813258,0.04964943134584143,0.01741580606969895,0.02864429215090379,0.030080769274749338,0.029546061329769294,0.021904121655060806,0.0027971079365295072,0.1376857811015528,0.002749182010526671,0.368776047205671,0.2700080655568476,0.21331684885523217,0.05266607382831022,0.709899883722392,0.07644045630589955,0.9644750992054307,1.0,0.9888754743745722,0.1958349381346889,0.5207530511835721,0.019484566819052092,0.008264907405547292,0.009022328146431072,0.008855219849635765,0.02126193054774243,1.8289046458817154e-05,0.038925537111113545,0.012579733420225616,0.031774675920365855,0.03189807613909914,0.031128574360735826,0.024472666809340855,0.007570678244702838,0.026786155560811587,0.02806387921186861,0.02284219743564371,0.020495140115383607,0.01516998786333418,0.045844425074112904,0.017736440244564715,0.025801043741161038,0.026960939212474576,0.02676406604141728,0.020658039612797007,0.002740853731932081,0.04581862718861017,0.023168321951812614,0.042601652770758426,0.043239869448639924,0.04328326521180042,0.04260083550127624,0.002709017058020892,0.045926976475842624,0.027982524186577828,0.0212312097672113,0.020719861919311154,0.02773116520218923,0.041343578275139715,0.04592697647584264,0.027140636123833616,0.0282004173370443,0.026201979715103477,0.037829329406899426,0.011214236704764641
SurfPosMhpMedian,0.025689007099336712,0.014444775504119912,0.001757945347334034,0.04240757976403178,0.04006887404365921,0.0060318493164079265,0.010447556012298482,0.012678865047344862,0.004481628012903382,0.03199723965374374,0.0005085972658411125,0.0012050404736369856,0.0558433113778884,0.004093317698854867,0.002240439322680771,0.11330145399688003,0.06727437708783005,0.0001879981432463383,0.12871592712219168,0.4189344617746964,0.007620402694303945,1.4856785156189921e-05,4.1769872085933705e-06,0.01130749715516852,0.002326191909717471,6.490290184800797e-07,0.00573916625139183,0.0597276745229479,0.00013414335132842738,0.04386139690215165,0.015419810971076087,0.03632234737190641,0.03643663389567388,0.03556103093985445,0.027764412431495463,0.007060214245076854,0.0285574678119105,0.03124721145383976,0.025111853464704615,0.023240979900428414,0.015822730720013955,0.049759263126883495,0.01919339585135594,0.030878737050684776,0.032441582273503924,0.031868146253145,0.02403229883096896,0.0031296342777292307,0.12285883949247774,0.002984858805087717,0.37836169729327335,0.28066368925775315,0.2238609135919092,0.056693843265341985,0.7010771052771144,0.07517349915675732,0.9359155408357076,0.9888754743745722,1.0,0.1918032584275266,0.46258396116259015,0.021663221095179902,0.010511187828246178,0.011361833783635094,0.011250494167957136,0.023832720642470794,8.630338454668504e-06,0.03968633419305672,0.01377089307831889,0.03341141382046624,0.03358896946204942,0.03281544561858401,0.026465039691927063,0.006900046758040574,0.026565232594378128,0.027862084711329185,0.02261631899866102,0.02025552042876613,0.014391690446415986,0.04594156576385772,0.019535930654260666,0.02791980693952557,0.029173255449919444,0.028981463953940956,0.022714427518800536,0.0030709750556494834,0.04605867817234427,0.024836021827426426,0.044563722583111566,0.04522811339246832,0.045264111264922004,0.04455968455326639,0.002142543263097574,0.047058812347568674,0.027999583893385003,0.02162844854841316,0.020797718143547115,0.027431527375030733,0.04177314310354379,0.04705881234756859,0.029276803082972834,0.030361556187954514,0.028253264382441506,0.04013895565960899,0.012328949628184873
SurfPosMhpSum,0.3262433372890814,0.009393143157258877,0.2661411997822386,0.0632968899618088,0.058435458834842434,0.5317964242606873,0.0014515872574927717,0.00022379088893174825,0.008728163178037261,0.035296178735518484,0.006516908760328648,0.0064685948923016165,0.03500311082508977,0.013379930666022475,0.022515572558668696,0.06991878352680281,0.09141858443111674,0.004599674702377624,1.2571723622018216e-06,0.10589140253173772,2.4426734849812448e-06,0.0008826806591075692,0.0027530761148894284,0.025362108409193746,8.79063413674471e-05,0.03695815294872013,0.5358729911077951,0.11261806178676922,0.0896732406569,0.015624936962107785,0.03552731919107518,0.005805979472148937,0.00647049169077697,0.006861950472702463,0.19823850197678736,0.07589027447838748,0.07768583594549414,0.00984186252727386,0.00702951681918469,0.006197207585137682,0.04248146971012789,0.01952883619469737,0.3860496510922252,0.01660731582924352,0.015688191858916265,0.015796387084673732,0.23892281993560946,0.037588321123931775,0.21501745279845058,0.04181730002603509,0.13397007611575745,0.1182036738405153,0.08493559280043544,0.26810731036341817,0.2869188943764718,0.948356315429396,0.20579851909086044,0.1958349381346889,0.1918032584275266,1.0,0.12534633250703564,0.4229183631563365,0.002009818587725344,0.002087180044239057,0.0019111771375225884,0.38502064740600517,0.014920022902106726,0.01688681925589934,0.03502163548512042,0.005004393662437758,0.005635748711470405,0.005977859717580823,0.19011461890013062,0.07368212346737595,0.08043737115895544,0.009940546263763183,0.0077810478029474665,0.00646140386207908,0.04362485161322092,0.019392025175768664,0.3778840072332533,0.01575494096134717,0.01500784699948826,0.01492351888408314,0.23569782663556166,0.03491661478950742,0.013112467198918162,0.018178488809076007,0.00023252144316474285,0.00015816489360716057,0.00017207044889478438,0.00023166687829071669,0.059238223941464246,0.00892984159427135,0.013025050914656475,0.01569097323473483,0.009068781139781785,0.00891202426704683,0.016252601715452824,0.008929841594271355,0.006124617123436472,0.004518883965004738,0.0043278144146779605,0.002193923083819535,0.022097892006146595
SurfPosMhpStd,0.00448566343635427,0.002839545456691932,0.0068522446735532865,0.0003621616672950401,0.0003768077093400305,0.0049428853531403635,0.012220375438391268,0.002343816292967529,8.972947855360986e-06,0.0008191240897688991,0.000825215903781564,0.0038814376696592787,0.013071812555554835,1.3980564535241204e-07,0.0007118338766110385,0.010156963929857132,0.0008770753001735512,0.00042150875810903607,0.0030002912648782955,0.29692519997937683,0.00012709792703265475,0.0009272197878475301,0.0004750059717139601,0.0005895847418039931,9.517405015931483e-05,0.0008025279812214373,0.004874156382215109,0.00558881224457736,0.015898579828405257,0.004673500715477126,0.0001664577335391131,0.0005396871488175087,0.00047078413567947267,0.0003834044231030041,4.5017155771224756e-06,0.008965355740679215,0.009136790164762683,0.004818054612030869,0.003339582104780005,0.003425579185028915,0.00851665437622887,0.008337120826224361,0.00111587781879715,1.6746681773829532e-05,1.4832019177971233e-05,4.25139331536013e-06,0.00011016571990299826,0.0013088997208418355,0.3604300181173222,0.005408820591985325,0.07620058017008256,0.037503076443335455,0.025165050269837504,0.0002569476695575578,0.3383652493145943,0.05010648950696777,0.6857992522802863,0.5207530511835721,0.46258396116259015,0.12534633250703564,1.0,0.0011641703556447842,0.002967072823393037,0.002263898304523824,0.0027228681207425646,0.0013651928990703007,0.003921625154409692,0.004537009990599064,0.00021709267463623425,0.000520842866900382,0.00045453384202693133,0.0003749991254760757,7.4835386925124945e-06,0.008688968328477865,0.008797692507807346,0.0044254924197948825,0.003367466913013597,0.0029443902864262446,0.007993259800743417,0.007936124296297049,0.0010406365686480065,1.0147962843371081e-05,8.120715869107137e-06,1.5666419224676962e-06,0.00011881789070733859,0.001167202232305192,0.008988394844242823,3.2879232757679016e-06,0.0008691861172752422,0.0007200818378832319,0.0006516323403761755,0.0008693688045493479,0.006487428929192176,0.0028060888521586795,0.005308528516744716,0.0036301548717740362,0.003600856349652901,0.005191941962665867,0.007886030780339056,0.0028060888521586826,1.6189465972139379e-06,2.439603199880629e-05,1.6927789498549795e-08,0.00017115644357519863,0.0003194397550259379
NSurfNegMhp,0.857905881509459,0.0003383511729480445,0.41692498948353035,0.3190306268412964,0.29524143409561876,0.9874670420463195,7.640887461403746e-05,0.018981514856190207,0.0005565533196423364,0.00026586336361737056,0.020683347800935194,0.02061798276199652,0.00435167221304275,0.0028386359641793973,0.014091949795268708,0.01513896370862905,0.004447953402535285,0.0004752925510638252,0.08668235682671728,0.007051679233475287,0.000882618458042672,0.0004267903177135341,0.0005835970544911222,2.1615886329170362e-05,3.727475825864346e-05,0.0031240934614790226,0.986498377445788,0.04737771670561463,0.14642613809550342,0.006710468072727002,0.1652292135546842,0.10638617339543159,0.10935367345237298,0.10992056104685878,0.5761479355483131,0.09495000712593761,0.02003778726026021,0.004247620090601231,0.004655499687878671,0.004247658384874342,0.01066919975571885,0.00332327192869041,0.8681714042338485,0.1418828828628563,0.14110703686177564,0.1413782051490901,0.6386993592662782,0.13054437821107065,0.10529369868908094,0.11293143617824733,0.11009810642296079,0.10825200487020223,0.12128037701430093,0.9661005573350688,0.010107395647971898,0.5915443858809675,0.010809686514500726,0.019484566819052092,0.021663221095179902,0.4229183631563365,0.0011641703556447842,1.0,0.1347317418680135,0.13566572078367242,0.13571821400344242,0.9917051425811335,0.05288612234137031,0.00399163822797019,0.15705916819790597,0.09508926752174279,0.09791295858684818,0.09838181337498025,0.5474359282204776,0.09158440014504511,0.025000595579444052,0.002897586193822391,0.002680749485115581,0.0027901172792391695,0.014056188831087413,0.0023308351858123636,0.853403088146606,0.13022727877234214,0.12988995278844215,0.12971123934026924,0.6202613238088083,0.1222299619012379,0.0032780815998289265,0.1491917700875883,0.06879625309275228,0.06734033548874947,0.06701387698933114,0.06877274506090267,0.11819968025170192,0.01133150322675069,0.00017954330792374068,9.662250609120944e-06,0.00017590834357975016,0.00241148336341637,0.0010035826614603663,0.011331503226750694,0.1044608322591073,0.09631459999893703,0.09303359690802775,0.08798057873833982,0.13944815486735848
SurfNegMhpMean,0.18669538386210532,0.008123202540759917,0.048436622954050275,0.0796825456587096,0.07574450003732311,0.10953327832844673,0.0638068944238424,0.003527692048571769,0.025361889878020707,0.09861302392346719,0.03080998516581468,4.25262173730682e-05,0.06616369242499949,0.00012099444259808264,0.06570555002811632,0.03985363174578408,0.06394884552266564,0.2343550312842786,0.06020737525996255,0.01909571929895511,0.0158614787323817,0.0068431287266221205,0.008010961788742072,0.003040264071669537,0.01679818327241561,0.04651886786440948,0.10654085136461358,0.0031367064888206952,0.014100365731908166,0.006097527735966312,0.07348636874171685,0.05458836100038808,0.05636948999657683,0.05675170362061356,0.0832265064575811,0.04724183424279128,0.00043104746142837624,0.0038969266440657415,0.0051531504626239994,0.004397891967116462,0.0008076724792183279,0.0014401878937901963,0.1097971188321781,0.0665875913631777,0.06629299868137299,0.06748007826219733,0.08669531436223647,0.0657063714135904,0.01430563102303926,0.13660778935270967,0.4910574946440746,0.5369430131340069,0.6412675654175951,0.21791916000493888,0.0007993388522601456,0.0052404517978123285,0.004593773971194066,0.008264907405547292,0.010511187828246178,0.002009818587725344,0.002967072823393037,0.1347317418680135,1.0,0.9828115938974271,0.9745670034608986,0.18874771763955056,0.4764300670573906,0.0048508467274756195,0.07127747264762539,0.05179235788613817,0.05361513181635568,0.05402470323061993,0.07952224336408704,0.04606214543008279,0.00019861002392052043,0.0035801134494816127,0.0038926796525605885,0.003930828730078297,0.00045501519736618516,0.0012427135544095674,0.10867711020691577,0.06441565035348604,0.06463818374857783,0.06531599723259282,0.08406646546776031,0.06303571540447225,0.0017200210768657828,0.08487755156265313,0.03919556579872839,0.03858884177780388,0.03868444587656651,0.03921019838451408,0.07612649838242391,0.0065853834801726146,4.260313232740596e-05,1.4276129758857363e-05,7.317471899707856e-06,0.002858306214556831,0.00034080472053810504,0.006585383480172606,0.06497637328222809,0.060934917365090914,0.060392901679326996,0.047950634778945796,0.08332830623236878
