,Molecular weight,Isoelectric point,Dipole,Formal charge,Average charge,Area,ALASurfFrac,ARGSurfFrac,ASNSurfFrac,ASPSurfFrac,CYSSurfFrac,GLNSurfFrac,GLUSurfFrac,GLYSurfFrac,HISSurfFrac,ILESurfFrac,LEUSurfFrac,LYSSurfFrac,METSurfFrac,PHESurfFrac,PROSurfFrac,SERSurfFrac,THRSurfFrac,TRPSurfFrac,TYRSurfFrac,VALSurfFrac,NSurfPoints,Shape max,Shape min,SurfEpMaxFormal,SurfEpMinFormal,SurfEpMeanFormal,SurfEpTrimeanFormal,SurfEpMedianFormal,SurfEpSumFormal,SurfEpStdFormal,NSurfPosEpFormal,SurfEpPosMeanFormal,SurfEpPosTrimeanFormal,SurfEpPosMedianFormal,SurfEpPosSumFormal,SurfEpPosStdFormal,NSurfNegEpFormal,SurfEpNegMeanFormal,SurfEpNegTrimeanFormal,SurfEpNegMedianFormal,SurfEpNegSumFormal,SurfEpNegStdFormal,SurfMhpMax,SurfMhpMin,SurfMhpMean,SurfMhpTrimean,SurfMhpMedian,SurfMhpSum,SurfMhpStd,NSurfPosMhp,SurfPosMhpMean,SurfPosMhpTrimean,SurfPosMhpMedian,SurfPosMhpSum,SurfPosMhpStd,NSurfNegMhp,SurfNegMhpMean,SurfNegMhpTrimean,SurfNegMhpMedian,SurfNegMhpSum,SurfNegMhpStd,SurfEpMaxAverage,SurfEpMinAverage,SurfEpMeanAverage,SurfEpTrimeanAverage,SurfEpMedianAverage,SurfEpSumAverage,SurfEpStdAverage,NSurfPosEpAverage,SurfEpPosMeanAverage,SurfEpPosTrimeanAverage,SurfEpPosMedianAverage,SurfEpPosSumAverage,SurfEpPosStdAverage,NSurfNegEpAverage,SurfEpNegMeanAverage,SurfEpNegTrimeanAverage,SurfEpNegMedianAverage,SurfEpNegSumAverage,SurfEpNegStdAverage,ShellEpMaxFormal,ShellEpminFormal,ShellEpMeanFormal,ShellEpTrimeanFormal,ShellEpMedianFormal,ShellEpSumFormal,ShellEpStdFormal,NShellPosEpFormal,ShellEpPosMeanFormal,ShellEpPosTrimeanFormal,ShellEpPosMedianFormal,ShellEpPosSumFormal,ShellEpPosStdFormal,NShellNegEpFormal,ShellEpNegMeanFormal,ShellEpNegTrimeanFormal,ShellEpNegMedianFormal,ShellEpNegSumFormal,ShellEpNegStdFormal
SERSurfFrac,3.4094773004716385e-06,0.002657376539361794,3.382449128894524e-05,0.0025297186014334064,0.002574731070113855,0.0006049847249382142,0.00017120858124712097,0.0017907691575657855,0.00022868434172538347,0.013611540750798089,1.7198870773695042e-07,0.021396611398859282,0.05296508551241578,0.006818236971033109,0.00036339103091530316,0.0008996204151540823,0.02480544125210713,0.021591792919980975,7.52063915657877e-05,0.0058644188514373734,2.14219340143204e-05,1.0,0.0004468627742245356,0.003555871002636796,0.002499983675719546,9.626454407999705e-05,0.0006349500613567004,0.006147787083653482,0.0014752616484870918,0.0020714455138689447,0.0028875312689269463,0.004338303405532996,0.004522606380817612,0.004684606383443306,0.0006181598253398666,0.00249352315426481,0.001787576007384104,0.0006253666227331457,0.0005870293900948663,0.00036190663609811754,7.294104551743527e-06,0.0006832677077966022,8.096617051195973e-05,0.005242214062933023,0.0056091845108399135,0.005144470729508343,0.0006421702995300295,0.0024001648659196504,0.0003895052458092211,9.222905676854451e-06,0.002535130969175072,0.002779238428040586,0.003594497628727919,6.65215052924134e-05,1.3808712641096058e-07,0.001732726124261776,1.0085508866908954e-05,3.125357997488485e-06,1.4856785156189921e-05,0.0008826806591075692,0.0009272197878475301,0.0004267903177135341,0.0068431287266221205,0.008895918163073368,0.009116904973312585,0.00013947424060229175,0.0016814486941181751,0.001930906877373193,0.00260593862616039,0.004277421362082243,0.004481420086718039,0.004672678272805854,0.0006630744439377268,0.0024055174927037825,0.0016272402220489368,0.0004914453860525099,0.00043968717324372174,0.00023549532839906785,2.9374632153309164e-08,0.0005884834865843319,7.868436337043818e-05,0.005347916057723655,0.005471835586180052,0.005277884334413822,0.0007183230222674552,0.002264766809927227,0.0031608086164279844,0.009861577959443594,0.006938936002756355,0.0066018368238026015,0.006315465196125972,0.006953364145262189,0.0038439328927755184,0.0035998560887440735,0.0035111780715151365,0.0036143232528103877,0.0030159308854240453,0.0025097642768453754,0.002759885019967947,0.00359985608874406,0.008416142067592253,0.00799843789502205,0.009040023522990537,0.00702430636725278,0.008675437476884082
THRSurfFrac,0.0005708751007275774,0.00032477503219304475,0.006473961227475031,0.00019154307178011383,0.00014256665417220125,0.0008601753197305407,0.0069476050016113655,0.026108936858442993,0.0068889345008849604,0.009323958080873499,0.000533878051854982,7.534331674822101e-05,0.015644251544844518,0.006969885976099595,0.003899140619511047,0.012088366896245796,0.00458351141750999,0.00037600309726622624,0.0024367750483285902,0.002602522707864032,0.0003838044262357676,0.0004468627742245356,1.0,0.0007358303773187741,0.00779120228843106,0.0008915799200658623,0.0008515381005758297,0.00045813386532360324,0.005964452377173025,0.0016611735286398669,0.0010418964510362887,6.233491070742014e-07,6.036248618668766e-08,2.661951195518369e-06,0.00038855100444365817,0.01638817817292997,0.0003269458895893349,0.0036409277162698602,0.004611958313057259,0.003998699469802074,0.0013287310644727844,0.0028695387593073583,0.000492326739159546,0.0006314816117471687,0.00045222448596845085,0.00042339436782199216,0.0006450478736944506,0.006143291983424419,0.00014331560607736598,0.0014370494873992832,0.00035731420075601773,0.00031317004000441177,9.11609659337004e-05,0.000632881609133009,0.007463250651501672,0.0022193383399060434,1.6197703667120063e-05,6.420953344914439e-07,4.1769872085933705e-06,0.0027530761148894284,0.0004750059717139601,0.0005835970544911222,0.008010961788742072,0.0106797069604069,0.010985000660948737,0.0009433435038770295,0.0022389616043843813,0.001816473549261857,0.0010166816852541286,8.397347025325391e-07,3.955793286896477e-06,1.3188139973069664e-05,0.00032259027407667074,0.016560091475459317,0.0004164270841958309,0.0036579183664487702,0.0037798536377493543,0.003882709604704815,0.0015219262748272402,0.0031284248282949,0.00043843803050493097,0.000621001538925944,0.0004918798447721978,0.0004183800339646466,0.0006087707469103863,0.005983264239748803,0.002270554338616049,0.0025209272062277676,3.2536132936358924e-05,3.222952098330386e-05,1.6001746302698112e-05,3.3059011009606966e-05,0.011741877852790218,0.00024617869097631794,0.0021302634228554176,0.0015299554472078495,0.0017688066894595864,0.0013027845210942582,0.003583460552240715,0.00024617869097631805,0.0013125475920958125,0.0015255856456637758,0.0011471992507108835,0.00031776671055008576,0.0032231137056209203
TRPSurfFrac,0.0009321586311831834,0.005462985204385245,0.0005428191557587926,4.421513617968549e-05,0.00010850796767938455,0.0004216545739391142,0.0026169879260560997,0.0005907265134686611,0.00010796679474513834,0.0006488873431460889,8.89505542209525e-05,0.011956868040591716,0.018827924321250758,0.003945685856566315,0.001238957669989706,0.0034450812896828623,0.00019402740612267758,0.01575757592243284,0.00789524857158004,0.0004480791413907006,0.025315901398760294,0.003555871002636796,0.0007358303773187741,1.0,3.884705130521972e-05,0.001975182906724526,0.00040984793495083607,1.6621067506559024e-05,0.0006688102132686065,0.001188983648303695,5.709144971975994e-05,0.00015032456354117514,0.00013346584742975664,0.00012618143397584696,9.64619109985413e-06,0.0002986303037535492,0.004518756013120668,0.0020640320588620185,0.0019361022425520935,0.0016697176711689022,0.002519529719437683,0.002811092853871221,2.6191757131968497e-05,3.687369903694413e-05,8.926277170266066e-05,1.9456752365849768e-05,1.361860233423074e-05,0.000626981232644662,0.0032149996252748437,0.0015906925447760733,0.028450075868977832,0.02868500510291322,0.023866137258217807,0.001527157437733687,0.020104958621155918,0.017735089192760872,0.008650399527965908,0.010290085882123177,0.01130749715516852,0.025362108409193746,0.0005895847418039931,2.1615886329170362e-05,0.003040264071669537,0.003088874845504663,0.003164056459102658,0.0001585666221543954,0.0010445305557750075,0.001482330463610391,6.2268725143600395e-06,0.0002774490892517741,0.0002460855405993757,0.00023149579460676436,3.024852397023512e-05,0.00029681859589593504,0.004846017911860002,0.0021448234504473913,0.0018200678877566036,0.0016605076495837146,0.0026203089923306053,0.002933505679345081,5.5027180368803335e-05,7.816734869830016e-06,3.620328747363493e-06,3.586762484253654e-06,4.626153882415953e-06,0.0007739349159353832,0.0012917022329398565,6.48087755603828e-05,8.78174657147909e-06,0.0001037775892897117,0.00034514780980124306,8.984644003457008e-06,0.00015919649835384,0.0008319816501644885,0.0023932971877071163,0.001601718214250497,0.001175203979562114,0.0016757049687350107,0.0028035953148885114,0.0008319816501644929,0.0003668269477791312,0.00028730024902131907,0.0003136455638708084,0.00025692140854686747,0.0010641677663968548
TYRSurfFrac,0.0007121694328036186,0.0025794193448662505,0.0023241480297293217,0.0006753827740312185,0.0005352948439545324,4.055293256042983e-06,0.03454457859212094,0.004698017964719406,0.0026920248608446303,0.002122084537545336,7.384995929674442e-06,0.016499983749146435,0.00535119312977655,0.0023202588821108626,0.0046648226488733395,0.004639598549871551,0.0045887781660129915,0.0012393760224663263,0.0014612801898149406,1.6835783196362751e-06,0.00888614496528626,0.002499983675719546,0.00779120228843106,3.884705130521972e-05,1.0,0.012888383849573698,5.119258726459122e-06,0.009423086151887345,3.265575288367527e-05,0.004637875753120819,0.00039477806391470565,0.0023226108857565186,0.0023796098281805593,0.002334727722682026,6.462092347940079e-05,0.004855956850745435,0.005414005352251839,0.007322012533978032,0.0073921113229196075,0.00662046780042026,0.003804368408645081,0.006775328727913429,0.0006384288521451497,0.00024756463206940276,0.00028672717133608255,0.0002676345436235255,2.8270755072320967e-08,1.9853889336192594e-05,0.00013020589359029138,0.0008165199375356458,0.001268872330771704,0.003822535340326077,0.004604362622179764,0.0004430886278894804,0.00015988891857783978,0.0002628498617189935,0.0027033215763843524,0.002535706467206376,0.002326191909717471,8.79063413674471e-05,9.517405015931483e-05,3.727475825864346e-05,0.01679818327241561,0.014517853193656017,0.012650650491858095,0.00032140320909662196,0.028077511422964756,0.0040753788702083136,0.00018557670781973334,0.0019146287585851446,0.00198580390171343,0.001966446476080269,5.069118032683857e-05,0.005071781311261445,0.004954354620834847,0.006935426611463855,0.0067863206505855336,0.00646055567966054,0.003764228799886443,0.0059372773554824485,0.0006510568960103784,7.31641510545449e-05,9.354535620862567e-05,9.970354879713166e-05,4.117244968489577e-06,3.9594754687199e-05,0.011832163270795747,0.0004391401887102176,0.0034034308934766974,0.003223923192903841,0.003193528975224139,0.0034143485026862245,0.007440773303733413,0.010704303608164207,0.01586784840071094,0.01569899786541678,0.015819022287302146,0.011484698457341356,0.01289979366062455,0.010704303608164167,0.0002481433571264092,0.00010933465575726112,7.916906804825082e-05,0.0013526935684990014,5.520349929180265e-05
VALSurfFrac,0.012554246330679038,0.002201976582216926,0.0005984823851933617,0.008651859457281615,0.006993595527195797,0.0002698595461054865,0.00011891175475064317,0.015009076129699225,0.00627903164007857,0.023830099403247883,9.015489870201983e-05,0.01021888952489525,0.004743324351362513,0.001046970911540651,0.02857916183366854,0.021760253118283418,0.004554610185258071,0.0020282171738451654,0.002921322620276706,0.012654481442670742,0.011063721595711215,9.626454407999705e-05,0.0008915799200658623,0.001975182906724526,0.012888383849573698,1.0,0.00018455739995202797,0.0328302613038074,0.0008152267554092531,0.01568142307271391,0.010541421859600627,0.013969221013115733,0.013324824373297309,0.012847221619156553,0.002909657786029706,0.0006143916244874903,0.008049619443162534,0.011259966659373403,0.010663503675606917,0.009286192669818926,0.004167727110677081,0.015059062666484685,0.0022102076094664305,0.010493738198949195,0.009832154725286958,0.009981358871705795,0.0022002872220519623,0.003629054217586207,0.005051612578986441,0.0007568495398115351,0.1449463032835369,0.15598253515935379,0.14754131808616855,0.011674431819582741,0.05141721714172399,0.03520648624530175,0.0002614211286271416,4.7328102830479915e-05,6.490290184800797e-07,0.03695815294872013,0.0008025279812214373,0.0031240934614790226,0.04651886786440948,0.04432832197668136,0.04704049485392122,0.005041213582850935,0.012825397442025235,0.012857821551183118,0.008282987556157879,0.011250971015048235,0.010675348073193529,0.010241710131177069,0.002263719128869085,0.0007620805751687307,0.006203086939211728,0.00951274905250013,0.009024671096932268,0.00832011357806175,0.0030827814417150505,0.012448350142357746,0.001986075484824084,0.008142010545316906,0.007885412297662571,0.007713547190180997,0.0016757953291338884,0.0027319499075752784,0.009668235877639882,0.014585931731004736,0.019766856107674664,0.019448834442729476,0.01934226871213947,0.019785954245417674,0.0009520771270664196,0.015015533843088659,0.008751588235505876,0.008108710501122947,0.009310485074216368,0.008315615615399572,0.007682655627876422,0.015015533843088655,0.019501219983553773,0.018674110840306304,0.017968629426238183,0.019416495353465135,0.011509526403678642
NSurfPoints,0.8318920337552945,2.596332650026276e-05,0.42904721150067027,0.2973024596054283,0.2753773588320107,0.9997593283229784,1.3564772275539372e-05,0.01450455107745412,0.001348119372977764,0.00026217352684599054,0.01939354632972736,0.02024934500924152,0.0009230502797170606,0.004506230866092188,0.01670831794754114,0.004744745907518665,7.736965274942981e-05,1.911017224349327e-05,0.06825408443208379,0.0010539934809637088,0.000764963791932105,0.0006349500613567004,0.0008515381005758297,0.00040984793495083607,5.119258726459122e-06,0.00018455739995202797,1.0,0.06101406143749804,0.149480433320666,0.003186155303093455,0.15377789494492197,0.09272214611188179,0.09556120694604406,0.09622782280522592,0.5610200285509531,0.09910554638963548,0.027279996841177764,0.0021579563677044215,0.0026317760440417166,0.0024451353743469434,0.014031446149496085,0.0011242820010118901,0.8641771633084396,0.12721822241739475,0.126161803127786,0.12638634020879383,0.6255188549266152,0.12438306973793521,0.12562843701986864,0.1085002234542273,0.05639970679538893,0.05630843608728375,0.06847922104418602,0.9155070133559137,0.00019035138569435472,0.702530950606389,0.0013275961366674908,0.00474109375391725,0.00573916625139183,0.5358729911077951,0.004874156382215109,0.986498377445788,0.10654085136461358,0.10741320166708862,0.10721474567484121,0.9679681844960865,0.0483510038278114,0.00152857866581815,0.1466865486319355,0.08290695562726431,0.08561591081479819,0.0861792504544312,0.5339102496358678,0.095669274010581,0.03263921496735615,0.0013173176789853264,0.0012989625555354372,0.0014559480478933081,0.01756080091241034,0.0006388260067395047,0.8493319537673731,0.1170852988145655,0.1164656917937652,0.11624578945838238,0.6086324940978564,0.11651022605731785,0.0014050489897226405,0.13377793788645428,0.056501759600508614,0.055059173457926616,0.054779255903076904,0.056480649392833676,0.11644141410721594,0.006854409760025232,3.2049859067550966e-06,0.00033307552137935316,3.8189573000185693e-07,0.0011052090922500752,0.00016732824777339293,0.006854409760025237,0.09019324403557956,0.08248901567795765,0.07962746893809884,0.0741106795362798,0.12685579925623205
Shape max,0.008888279025371667,0.012627690372340806,0.10318252967395931,3.0814455335238297e-07,1.1817131302111459e-06,0.05921098971735065,0.0002839513066673541,3.3971183937404245e-05,0.001067458583639557,0.02724746147443206,0.0012134333617765446,0.006160172810107783,0.014260893880204099,0.03591437577390404,0.019205936135446293,0.008011358174896384,0.0329540003207852,0.011782460570006445,0.021213856119669333,0.01345851665702707,0.03153981616803593,0.006147787083653482,0.00045813386532360324,1.6621067506559024e-05,0.009423086151887345,0.0328302613038074,0.06101406143749804,1.0,0.04908655865050892,0.06412220105125316,0.003917292348657766,0.006286560493927427,0.005858404144875311,0.0055338082579005085,0.007027240018264967,0.12091602966105074,0.05076156876607087,0.07073241586974764,0.06501545488304192,0.06243240199396479,0.0369704184255772,0.08093335581233456,0.02578579525838546,6.423984138836122e-05,0.00015554557548592044,0.00021820893454163357,0.012799152344166417,0.025246216147093326,0.031128012532073722,0.015492707481473494,0.03717642183496584,0.03031840363484705,0.01846773237789288,0.032269097672115415,0.10019948013592682,0.1135208799670277,0.05114329876047741,0.05689432983296853,0.0597276745229479,0.11261806178676922,0.00558881224457736,0.04737771670561463,0.0031367064888206952,0.002907936042222807,0.0025711389701731386,0.045631133077309635,0.010712637323436993,0.05956392177270577,0.004741566629717958,0.0055194183335167,0.005178395543468265,0.004917904948305003,0.006935953316263419,0.11759318222678669,0.047578262087938084,0.06646161541071392,0.061963427022396114,0.05999037468189883,0.03537793944652053,0.0745806039041214,0.025292367247832504,2.6039394282130845e-09,3.0866054465142275e-05,4.944221767301906e-05,0.01334343333203819,0.0245404661426381,0.06596680313582226,1.5643670519145597e-05,0.035650804244627146,0.03990940525500566,0.04013709710307248,0.03565833596542772,0.10686892200658625,0.10187914699348595,0.07641549750508912,0.07789773436110897,0.07497060583591812,0.069654224402584,0.06247516159040984,0.10187914699348598,0.0037669030692803838,0.004632136552587534,0.004216295431033808,0.02072423796072303,0.007193139595197376
Shape min,0.1258709620509991,0.0005570690882238397,0.06359880073446637,0.03240765018879978,0.029425207809807064,0.1486774734423652,0.0009797845328522073,0.02167902880249478,0.009119255689115176,0.006467562523489854,0.002548315767641383,0.01004131119403598,5.8351497717549525e-05,2.2148878446421684e-06,0.0033943532946164885,0.004287751287535338,0.0029558313053965665,0.0028336508890446223,0.03559617663534684,9.198838155821155e-05,2.68947687464586e-05,0.0014752616484870918,0.005964452377173025,0.0006688102132686065,3.265575288367527e-05,0.0008152267554092531,0.149480433320666,0.04908655865050892,1.0,0.000668518770552132,0.022237414542300427,0.007743991152173247,0.008343079726892064,0.008863380893294717,0.051223003851291166,0.02686159226411017,0.010405719982437193,0.00032459080583848755,0.0005306288307820212,0.0006619222186355368,0.003094802405294288,0.00013960635054162783,0.11904190810795658,0.010100867079115661,0.010151517040425256,0.010730859204851674,0.058423264785571985,0.026673609862279492,0.05764977090986984,0.04168206740260665,0.00668824622450805,0.007590927680780007,0.0109018481219748,0.13146813791496614,0.0004051422054815256,0.10916603407640162,0.002130209365606361,0.0004384690148089319,0.00013414335132842738,0.0896732406569,0.015898579828405257,0.14642613809550342,0.014100365731908166,0.013679272455884503,0.014015545985209564,0.14141048370325388,0.006665224795939828,0.0010434832200179383,0.02109180400676406,0.006519612176118989,0.007084039219757408,0.0075632343116209776,0.04804722333822082,0.02573265304124204,0.011807090974649501,0.00015927061266687173,0.0002778207298196171,0.0003593140035508435,0.003765420248298707,0.000261735354143553,0.11615976536615874,0.008733911777601824,0.008902517965634514,0.00933349616431117,0.05633762788470518,0.024145772315767318,0.0011423540547607562,0.015243456090679336,0.0032408643407788895,0.0032152368015428887,0.0035705459720470818,0.0032416455793716956,0.026879497060151997,0.00018663431606341728,0.0010787659964537546,0.0014772187808956198,0.0007897044407608548,0.0003583872054795991,0.0015835869371387346,0.00018663431606341391,0.006434457366843685,0.005175101026823667,0.006113654984412243,0.00382843310319095,0.018648725134321125
SurfEpMaxFormal,0.025732473258512294,0.5673552778399192,0.033860686761468896,0.5652083542211734,0.5769103565019881,0.003478676924754962,0.0034162158069713424,0.06866401331449806,0.0005317414819435711,0.17523855530786034,0.0017653606262574752,0.003464022731624058,0.1427894945216587,0.006894605609274507,0.010382013484015089,0.017169829871788826,0.012590623480347144,0.08994341576210511,0.007017107358619038,0.010510737837906807,0.0011401660662508954,0.0020714455138689447,0.0016611735286398669,0.001188983648303695,0.004637875753120819,0.01568142307271391,0.003186155303093455,0.06412220105125316,0.000668518770552132,1.0,0.4218532292915091,0.7464632484186504,0.7271355894158194,0.7163179215861369,0.28969628163269595,0.06933526789611345,0.496689501814112,0.788714089469142,0.7288685244722766,0.7032332899680479,0.38190717733850965,0.907661503417956,0.102263392765076,0.5742786925005572,0.5727613627972308,0.5692566095674442,0.22245204417150355,0.174918264782383,0.0011980035889120498,0.0012117082131615621,0.04485607674630877,0.044150780120767126,0.04037252840254442,0.013527394925582328,0.03840680203143278,0.0054821974184590195,0.03719842980600033,0.04300272469275719,0.04386139690215165,0.015624936962107785,0.004673500715477126,0.006710468072727002,0.006097527735966312,0.00824346114931478,0.010141004924998281,0.007811176546582376,0.001845859280894442,0.9969469998544195,0.4207825792883722,0.748726740743338,0.7296447264782518,0.7189902011095272,0.30199265293960226,0.07425677690229922,0.5026700889839713,0.7911436127871045,0.7329386898988501,0.7072110254496492,0.3901402583217891,0.9106763291913366,0.11310030280035976,0.5644293378782871,0.5642384687631438,0.5604481855021118,0.2259924049898276,0.18581046134547005,0.8146254859297669,0.46153022343678546,0.7645806073304061,0.7462723995321983,0.7252826942336204,0.764505378070907,0.00798480558002851,0.6660533668162336,0.7138207956910332,0.6812667723143522,0.6481711199743688,0.5438481018823231,0.7224177691803175,0.6660533668162326,0.5540391696767218,0.5460880950907823,0.5362793879881874,0.6628982202641162,0.2747618614833612
SurfEpMinFormal,0.18643397554392874,0.36772493279525365,0.1051452783357481,0.7307931597793554,0.7314093679504831,0.15514106029437794,0.0018751175357903695,0.027218771266924454,0.0009260355006234218,0.12893533048427885,0.002100515474122011,0.001349981900023516,0.14199266632978197,0.0007949773770401793,0.0010868434889815665,0.016942153760061564,0.007610029424049879,0.021329636942085384,0.01979847491701374,0.0008425827730086471,8.487705556618525e-05,0.0028875312689269463,0.0010418964510362887,5.709144971975994e-05,0.00039477806391470565,0.010541421859600627,0.15377789494492197,0.003917292348657766,0.022237414542300427,0.4218532292915091,1.0,0.7857669051635446,0.7770246067238274,0.7744998992573116,0.5298493067924391,0.20397768583235398,0.21086692847363817,0.2735729061368379,0.24723055440520714,0.23919064153622077,0.14633685448026698,0.3073787880514176,0.3145971577398842,0.8100696740697774,0.7922772168916841,0.787538460595865,0.4902510116207773,0.7282014872350279,0.016727813351661184,0.03846784950260228,0.0670216624043616,0.06927624622875123,0.07646405326636042,0.18042836776062823,0.005010495416079206,0.06195770570871205,0.009176709306558558,0.014152341668444774,0.015419810971076087,0.03552731919107518,0.0001664577335391131,0.1652292135546842,0.07348636874171685,0.07558369193487327,0.07861699349569404,0.17377249654366222,0.04020902390292778,0.4135175717980252,0.9964031245222469,0.7790499022175675,0.7705176601658058,0.7677842549714489,0.5368938624939903,0.19349614818278496,0.21292348728544594,0.2729313290899767,0.24665063419498934,0.23797754910169586,0.14736492823597322,0.30426174059383415,0.3272467602401115,0.8032873975172032,0.7861176297704356,0.7809557037158185,0.4940394892183148,0.7300016778712723,0.3391728302492296,0.7962015142916645,0.706744437868131,0.6922192956495806,0.6845602874170355,0.7066838431927193,0.26366614017264156,0.36209422240677575,0.2363219163344231,0.22172670156222635,0.21444809259859693,0.23341260856831936,0.25221342945805736,0.36209422240677613,0.7660855207089117,0.7395225738960469,0.7232913953538271,0.7252259640596008,0.7188463311031208
SurfEpMeanFormal,0.13963857267770677,0.5738440678704757,0.021450481378095916,0.8737042642767403,0.8816994607803893,0.09412643878011191,1.7108121043043873e-06,0.06397898365298307,0.00043889226670940323,0.2050079027039763,1.1386651996995409e-05,0.0020281003639943678,0.20911332218564957,5.0329932056367734e-05,0.003658435657804096,0.02193318091397504,0.012225289959519364,0.05380950677560949,0.021115133326084314,0.0072166139707062526,0.00028613643588402195,0.004338303405532996,6.233491070742014e-07,0.00015032456354117514,0.0023226108857565186,0.013969221013115733,0.09272214611188179,0.006286560493927427,0.007743991152173247,0.7464632484186504,0.7857669051635446,1.0,0.9976541600893682,0.9940440128079568,0.5690781420793284,0.024516664725375833,0.3958661645579144,0.5516932788248132,0.5096031972957589,0.4940571899393707,0.29690926763841036,0.6014156566691644,0.2889692274656578,0.9194472842383822,0.9211701827331602,0.9159044738288841,0.4973402999969443,0.5191809435099348,0.0052275193284509825,0.018823907282435253,0.07965673880307006,0.08210925502280193,0.08574059889312677,0.126320141239236,0.020143120474405276,0.020692330188015206,0.02623377757517901,0.03459169222082798,0.03632234737190641,0.005805979472148937,0.0005396871488175087,0.10638617339543159,0.05458836100038808,0.060450519328936664,0.06424903012844416,0.1135071422485037,0.022697910423041746,0.7380505409847804,0.7848966728234128,0.9971076857927963,0.9949853622425171,0.9914709205667386,0.5825918777552035,0.020997166117887257,0.3993251564829784,0.553651993254828,0.5126878355412195,0.49559172890222203,0.3002011418134244,0.5998425318221097,0.30508667983460036,0.9101259647348996,0.9096599240232975,0.907189324461822,0.5032842547583517,0.5277829642023067,0.6345709483297534,0.7971454363715521,0.922713531305569,0.9099898581642522,0.8985129001085079,0.9227466727630583,0.0827304697209109,0.5971390393606039,0.4929083377551851,0.4677137079114845,0.44762484843052713,0.44716030572607546,0.5098348722598922,0.5971390393606039,0.8488939660925805,0.833306421737349,0.8154970728800448,0.8790735773782489,0.616041185020306
SurfEpTrimeanFormal,0.14349402419478932,0.5683152741295233,0.023618039070387977,0.8729058800373904,0.8805350679314324,0.09699662344313706,6.6594080536391935e-06,0.06334208701341514,0.0005189970054364084,0.20453997830869236,1.790264883810703e-05,0.0017835315636993026,0.20808931342858838,4.768922420186213e-05,0.003510219291676958,0.02211600492714612,0.011550767234261447,0.05184386971566483,0.021890560708242236,0.007375966484093674,0.000271762984484806,0.004522606380817612,6.036248618668766e-08,0.00013346584742975664,0.0023796098281805593,0.013324824373297309,0.09556120694604406,0.005858404144875311,0.008343079726892064,0.7271355894158194,0.7770246067238274,0.9976541600893682,1.0,0.9987595500862524,0.5712374406813039,0.026389058616667307,0.39022774608815697,0.5345564121452622,0.4935856744416562,0.4785242147287834,0.2920434454119457,0.580441201943156,0.29211222405230236,0.9193183786613104,0.9242770883029643,0.9208254619415029,0.500299864197736,0.5113193276301848,0.005400755052071987,0.019214589718325206,0.07990602418570915,0.08240497686598322,0.08651158892884028,0.12957041648924972,0.019460912147270228,0.021930737605452024,0.026087801988622646,0.034650602394471756,0.03643663389567388,0.00647049169077697,0.00047078413567947267,0.10935367345237298,0.05636948999657683,0.0624905866259633,0.06626879877973814,0.1167532956986793,0.023527703460288374,0.7187731336139221,0.7755471279227175,0.9944721342518823,0.9970758017367239,0.9959504900026441,0.5845299368674651,0.022616089827612276,0.3937178196662373,0.536572920106066,0.49664349698098287,0.4800086985760893,0.2952427267969633,0.5785193827863414,0.3082419098237897,0.9096396878858576,0.9124024965309468,0.9117891447932012,0.5061509126239072,0.5187311027882102,0.6203330698617566,0.7927333358117867,0.914635468089041,0.9041986501702154,0.8949634718577248,0.9146861022385053,0.08693677619715694,0.5893575804717666,0.477592859301632,0.4526630761061717,0.4334205770605508,0.4414979158357354,0.49554136880896504,0.5893575804717666,0.8450025297724398,0.830401190076,0.8128905912284007,0.872145678803159,0.6134486414806836
